STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,unique_id,unique_id2,unique_id3,unique_id4,County,Concat_cou,Concat_c_1,Concat_c_2,Concat_c_3,Concat_c_4,Concat_c_5,Concat_c_6,Concat_c_7,Concat_c_8,Concat_c_9,Concat_c10,Concat_c11,Concat_c12,Concat_c13,Concat_c14,Concat_c15,Concat_c16,Concat_c17,Concat_c18,Concat_c19,Concat_c20,Concat_c21,Concat_c22,Concat_c23,Concat_c24,Concat_c25,Concat_c26,Concat_c27,TPop_Int,Tract_Lat,Tract_Long
"39","035","121500","39035121500","1215",Census Tract 1215,G5020,S,"879326","0","+41.4487271","-081.5786255",035_121500,35_121500,,35_121500,Cuyahoga County,"Census Tract 1215, Cuyahoga County, Ohio","178","0","43","113","22","1724","140","188","567","619","86","70","54","1396","124","273","273","16","213","199","35","590","39","35","121500","2297",35_121500,"2297",41.448727,-81.578626
"39","035","121700","39035121700","1217",Census Tract 1217,G5020,S,"1212821","0","+41.4534733","-081.5642386",035_121700,35_121700,,35_121700,Cuyahoga County,"Census Tract 1217, Cuyahoga County, Ohio","468","0","286","177","5","3025","19","314","960","780","320","273","359","2692","632","609","496","215","496","496","147","1181","39","35","121700","4610",35_121700,"4610",41.453473,-81.564239
"39","035","121800","39035121800","1218",Census Tract 1218,G5020,S,"665199","0","+41.4535429","-081.5505208",035_121800,35_121800,,35_121800,Cuyahoga County,"Census Tract 1218, Cuyahoga County, Ohio","99","5","38","56","0","1324","48","134","436","329","163","174","40","1142","214","178","140","49","76","72","11","601","39","35","121800","1502",35_121800,"1502",41.453543,-81.550521
"39","035","121900","39035121900","1219",Census Tract 1219,G5020,S,"716264","0","+41.4453904","-081.5692164",035_121900,35_121900,,35_121900,Cuyahoga County,"Census Tract 1219, Cuyahoga County, Ohio","122","6","98","18","0","818","7","103","243","202","161","74","28","708","102","90","74","5","172","167","18","262","39","35","121900","1195",35_121900,"1195",41.445390,-81.569216
"39","035","187105","39035187105","1871.05",Census Tract 1871.05,G5020,S,"1244735","0","+41.4948275","-081.5320084",035_187105,35_187105,,35_187105,Cuyahoga County,"Census Tract 1871.05, Cuyahoga County, Ohio","1464","35","479","842","108","1227","83","25","52","77","53","460","477","1119","937","224","214","197","173","170","156","492","39","35","187105","3050",35_187105,"3050",41.494828,-81.532008
"39","035","187106","39035187106","1871.06",Census Tract 1871.06,G5020,S,"1378772","0","+41.4938811","-081.5223244",035_187106,35_187106,,35_187106,Cuyahoga County,"Census Tract 1871.06, Cuyahoga County, Ohio","817","23","260","492","42","1978","83","41","236","195","225","580","618","1854","1198","610","601","430","405","364","220","519","39","35","187106","4089",35_187106,"4089",41.493881,-81.522324
"39","035","188103","39035188103","1881.03",Census Tract 1881.03,G5020,S,"1457932","0","+41.4506065","-081.5400057",035_188103,35_188103,,35_188103,Cuyahoga County,"Census Tract 1881.03, Cuyahoga County, Ohio","173","15","54","104","0","1793","38","38","609","423","155","315","215","1717","530","232","232","46","236","236","106","706","39","35","188103","2898",35_188103,"2898",41.450607,-81.540006
"39","025","041105","39025041105","411.05",Census Tract 411.05,G5020,S,"7753768","1440","+39.0372428","-084.2063441",025_041105,25_041105,,25_41105,Clermont County,"Census Tract 411.05, Clermont County, Ohio","241","0","197","25","19","3339","288","466","947","626","225","518","269","2585","787","606","510","243","695","674","320","1308","39","25","41105","4767",25_41105,"4767",39.038162,-84.210703
"39","025","041504","39025041504","415.04",Census Tract 415.04,G5020,S,"7871764","28735","+39.0325266","-084.2466065",025_041504,25_041504,,25_41504,Clermont County,"Census Tract 415.04, Clermont County, Ohio","231","43","78","40","70","2814","164","201","657","435","316","791","250","2449","1041","397","397","157","377","345","232","1226","39","25","41504","3927",25_41504,"3927",39.033167,-84.244475
"39","085","200100","39085200100","2001",Census Tract 2001,G5020,S,"926944","0","+41.6375680","-081.4780977",085_200100,85_200100,,85_200100,Lake County,"Census Tract 2001, Lake County, Ohio","149","0","46","103","0","1402","43","72","398","270","132","321","166","1287","487","186","186","82","152","147","47","726","39","85","200100","1784",85_200100,"1784",41.637568,-81.478096
"39","085","200300","39085200300","2003",Census Tract 2003,G5020,S,"1492748","0","+41.6379732","-081.4635228",085_200300,85_200300,,85_200300,Lake County,"Census Tract 2003, Lake County, Ohio","170","9","61","96","4","2285","11","131","720","726","185","344","168","2143","512","449","449","131","393","388","147","835","39","85","200300","3263",85_200300,"3263",41.637973,-81.463523
"39","085","200400","39085200400","2004",Census Tract 2004,G5020,S,"1774676","0","+41.6274102","-081.4616839",085_200400,85_200400,,85_200400,Lake County,"Census Tract 2004, Lake County, Ohio","487","20","237","172","58","2504","27","205","799","729","258","346","140","2272","486","581","518","160","483","449","157","871","39","85","200400","3576",85_200400,"3576",41.627410,-81.461684
"39","085","200500","39085200500","2005",Census Tract 2005,G5020,S,"1452561","0","+41.6295202","-081.4777680",085_200500,85_200500,,85_200500,Lake County,"Census Tract 2005, Lake County, Ohio","368","15","81","272","0","2115","27","85","904","432","154","329","184","2003","513","346","346","144","324","324","98","929","39","85","200500","3039",85_200500,"3039",41.629520,-81.477768
"39","085","200600","39085200600","2006",Census Tract 2006,G5020,S,"3555188","0","+41.6170265","-081.4741353",085_200600,85_200600,,85_200600,Lake County,"Census Tract 2006, Lake County, Ohio","353","36","151","106","60","2484","18","139","758","720","256","429","164","2327","593","459","459","266","584","549","90","864","39","85","200600","3519",85_200600,"3519",41.617027,-81.474135
"39","085","200800","39085200800","2008",Census Tract 2008,G5020,S,"4058997","55614","+41.6018933","-081.4562901",085_200800,85_200800,,85_200800,Lake County,"Census Tract 2008, Lake County, Ohio","348","0","77","219","52","2550","34","105","918","601","233","421","238","2411","659","362","352","152","322","311","85","1066","39","85","200800","3646",85_200800,"3646",41.600075,-81.463313
"39","035","188106","39035188106","1881.06",Census Tract 1881.06,G5020,S,"1096859","0","+41.4312650","-081.5122097",035_188106,35_188106,,35_188106,Cuyahoga County,"Census Tract 1881.06, Cuyahoga County, Ohio","191","14","86","86","5","1480","6","50","443","295","377","265","44","1424","309","214","208","62","265","265","149","492","39","35","188106","2463",35_188106,"2463",41.431265,-81.512210
"39","035","189105","39035189105","1891.05",Census Tract 1891.05,G5020,S,"6682790","0","+41.4695392","-081.8987208",035_189105,35_189105,,35_189105,Cuyahoga County,"Census Tract 1891.05, Cuyahoga County, Ohio","363","16","62","266","19","2555","68","36","469","492","196","908","386","2451","1294","328","318","153","258","258","171","1086","39","35","189105","3527",35_189105,"3527",41.469539,-81.898721
"39","035","189107","39035189107","1891.07",Census Tract 1891.07,G5020,S,"5775740","0","+41.4554859","-081.8966010",035_189107,35_189107,,35_189107,Cuyahoga County,"Census Tract 1891.07, Cuyahoga County, Ohio","311","1","86","205","19","3373","9","39","688","727","364","962","584","3325","1546","360","360","140","350","349","278","1713","39","35","189107","4713",35_189107,"4713",41.455485,-81.896601
"39","085","200900","39085200900","2009",Census Tract 2009,G5020,S,"2427459","0","+41.6010181","-081.4827917",085_200900,85_200900,,85_200900,Lake County,"Census Tract 2009, Lake County, Ohio","262","11","87","141","23","1336","0","80","452","271","90","349","94","1256","443","176","170","62","205","197","75","503","39","85","200900","1934",85_200900,"1934",41.601019,-81.482792
"39","085","201000","39085201000","2010",Census Tract 2010,G5020,S,"10299793","15750","+41.5814050","-081.4631235",085_201000,85_201000,,85_201000,Lake County,"Census Tract 2010, Lake County, Ohio","590","57","15","460","58","3612","128","128","758","776","362","891","569","3356","1460","810","810","386","589","589","331","1435","39","85","201000","4642",85_201000,"4642",41.581759,-81.461591
"39","085","201200","39085201200","2012",Census Tract 2012,G5020,S,"3680627","0","+41.6318383","-081.4222035",085_201200,85_201200,,85_201200,Lake County,"Census Tract 2012, Lake County, Ohio","173","10","42","80","41","2922","76","114","1050","729","185","482","286","2732","768","648","648","224","243","234","95","838","39","85","201200","3482",85_201200,"3482",41.624935,-81.435308
"39","085","201300","39085201300","2013",Census Tract 2013,G5020,S,"3506683","0","+41.6183368","-081.4294524",085_201300,85_201300,,85_201300,Lake County,"Census Tract 2013, Lake County, Ohio","136","10","19","71","36","3008","18","112","979","749","176","632","342","2878","974","426","416","203","381","381","84","752","39","85","201300","3639",85_201300,"3639",41.618337,-81.429452
"39","085","206200","39085206200","2062",Census Tract 2062,G5020,S,"6789658","202416","+41.7338316","-081.2797088",085_206200,85_206200,,85_206200,Lake County,"Census Tract 2062, Lake County, Ohio","87","34","23","26","4","1303","8","83","537","291","98","217","69","1212","286","160","157","27","218","194","65","509","39","85","206200","1628",85_206200,"1628",41.733927,-81.280379
"39","085","201400","39085201400","2014",Census Tract 2014,G5020,S,"3228184","101020","+41.6332723","-081.4091922",085_201400,85_201400,,85_201400,Lake County,"Census Tract 2014, Lake County, Ohio","226","48","28","100","50","2744","16","96","631","585","234","826","356","2632","1182","633","605","346","382","382","239","1093","39","85","201400","3443",85_201400,"3443",41.633175,-81.409350
"39","085","201600","39085201600","2016",Census Tract 2016,G5020,S,"3684152","64926","+41.6646235","-081.3957812",085_201600,85_201600,,85_201600,Lake County,"Census Tract 2016, Lake County, Ohio","245","0","81","76","88","2422","44","65","618","462","238","738","257","2313","995","416","406","213","311","291","141","1149","39","85","201600","3466",85_201600,"3466",41.664246,-81.400762
"39","085","201700","39085201700","2017",Census Tract 2017,G5020,S,"4511660","0","+41.6887405","-081.3989069",085_201700,85_201700,,85_201700,Lake County,"Census Tract 2017, Lake County, Ohio","455","46","154","243","12","4470","0","333","1559","1175","584","668","151","4137","819","1207","1151","389","697","651","77","1708","39","85","201700","6342",85_201700,"6342",41.688741,-81.398906
"39","085","201800","39085201800","2018",Census Tract 2018,G5020,S,"1921911","0","+41.6828441","-081.4160386",085_201800,85_201800,,85_201800,Lake County,"Census Tract 2018, Lake County, Ohio","439","50","195","179","15","2600","13","141","1002","589","267","404","184","2446","588","323","313","62","433","386","66","995","39","85","201800","3702",85_201800,"3702",41.682844,-81.416038
"39","085","201900","39085201900","2019",Census Tract 2019,G5020,S,"3364981","197567","+41.6678196","-081.4146595",085_201900,85_201900,,85_201900,Lake County,"Census Tract 2019, Lake County, Ohio","130","41","42","47","0","2270","57","61","890","613","166","338","145","2152","483","458","448","172","274","274","54","919","39","85","201900","2883",85_201900,"2883",41.669480,-81.418330
"39","025","041001","39025041001","410.01",Census Tract 410.01,G5020,S,"42201680","4379449","+39.0408316","-084.1323884",025_041001,25_041001,,25_41001,Clermont County,"Census Tract 410.01, Clermont County, Ohio","602","63","313","199","27","2985","77","335","1201","776","165","309","122","2573","431","593","523","169","522","483","151","1317","39","25","41001","4783",25_41001,"4783",39.043973,-84.151863
"39","025","042002","39025042002","420.02",Census Tract 420.02,G5020,S,"99666989","1401159","+38.8554386","-084.1632069",025_042002,25_042002,,25_42002,Clermont County,"Census Tract 420.02, Clermont County, Ohio","240","17","92","88","43","1359","32","218","445","352","78","157","77","1109","234","101","101","6","160","150","55","878","39","25","42002","1941",25_42002,"1941",38.856831,-84.172192
"39","025","042001","39025042001","420.01",Census Tract 420.01,G5020,S,"94628273","2446837","+38.8284172","-084.0900264",025_042001,25_042001,,25_42001,Clermont County,"Census Tract 420.01, Clermont County, Ohio","383","30","226","127","0","2658","113","398","1257","368","239","157","126","2147","283","418","363","33","567","449","56","1240","39","25","42001","4021",25_42001,"4021",38.832619,-84.091165
"39","025","041104","39025041104","411.04",Census Tract 411.04,G5020,S,"3877803","38157","+39.0513657","-084.2296305",025_041104,25_041104,,25_41104,Clermont County,"Census Tract 411.04, Clermont County, Ohio","206","0","127","79","0","2374","51","178","975","383","353","226","208","2145","434","398","352","116","772","716","117","888","39","25","41104","3472",25_41104,"3472",39.052205,-84.234510
"39","025","040704","39025040704","407.04",Census Tract 407.04,G5020,S,"4114508","0","+39.1834323","-084.2494463",025_040704,25_040704,,25_40704,Clermont County,"Census Tract 407.04, Clermont County, Ohio","355","23","149","117","66","2286","0","107","770","373","225","549","262","2179","811","492","492","191","307","307","187","630","39","25","40704","3515",25_40704,"3515",39.183432,-84.249446
"39","025","040206","39025040206","402.06",Census Tract 402.06,G5020,S,"23562313","30737","+39.1939551","-084.1618203",025_040206,25_040206,,25_40206,Clermont County,"Census Tract 402.06, Clermont County, Ohio","292","14","151","100","27","2922","250","255","1133","805","191","243","45","2417","288","974","895","164","409","391","38","901","39","25","40206","4514",25_40206,"4514",39.204100,-84.162827
"39","025","040703","39025040703","407.03",Census Tract 407.03,G5020,S,"3960397","1830","+39.1861568","-084.2291387",025_040703,25_040703,,25_40703,Clermont County,"Census Tract 407.03, Clermont County, Ohio","250","85","67","71","27","2131","16","11","475","375","254","546","454","2104","1000","316","316","167","309","309","181","1006","39","25","40703","3107",25_40703,"3107",39.185866,-84.226785
"39","025","041506","39025041506","415.06",Census Tract 415.06,G5020,S,"32672314","621551","+39.0132368","-084.2737458",025_041506,25_041506,,25_41506,Clermont County,"Census Tract 415.06, Clermont County, Ohio","133","17","34","40","42","2118","53","74","384","488","188","616","315","1991","931","244","228","108","210","210","51","996","39","25","41506","2722",25_41506,"2722",39.012585,-84.275291
"39","025","040205","39025040205","402.05",Census Tract 402.05,G5020,S,"3076816","0","+39.2093287","-084.1953521",025_040205,25_040205,,25_40205,Clermont County,"Census Tract 402.05, Clermont County, Ohio","168","59","17","92","0","2135","56","154","632","549","357","344","43","1925","387","717","683","78","507","462","164","748","39","25","40205","3249",25_40205,"3249",39.209329,-84.195352
"39","025","041503","39025041503","415.03",Census Tract 415.03,G5020,S,"7171149","0","+39.0141521","-084.2112996",025_041503,25_041503,,25_41503,Clermont County,"Census Tract 415.03, Clermont County, Ohio","373","122","55","169","27","3004","12","174","1027","693","305","467","326","2818","793","1004","920","334","910","892","252","739","39","25","41503","4762",25_41503,"4762",39.014152,-84.211300
"39","025","041002","39025041002","410.02",Census Tract 410.02,G5020,S,"26509147","267422","+39.1032006","-084.1700815",025_041002,25_041002,,25_41002,Clermont County,"Census Tract 410.02, Clermont County, Ohio","171","32","8","110","21","2300","56","125","567","351","285","345","571","2119","916","496","443","269","370","355","196","793","39","25","41002","2881",25_41002,"2881",39.096144,-84.164731
"39","129","021102","39129021102","211.02",Census Tract 211.02,G5020,S,"64512397","1110312","+39.6100676","-082.8833303",129_021102,129_021102,,129_21102,Pickaway County,"Census Tract 211.02, Pickaway County, Ohio","390","0","108","282","0","2458","22","236","979","477","318","324","102","2200","426","384","384","36","202","202","80","1173","39","129","21102","3583",129_21102,"3583",39.607691,-82.877645
"39","129","021101","39129021101","211.01",Census Tract 211.01,G5020,S,"168298083","503600","+39.7150612","-082.8994175",129_021101,129_021101,,129_21101,Pickaway County,"Census Tract 211.01, Pickaway County, Ohio","321","15","239","67","0","3125","60","374","1056","447","256","703","229","2691","932","361","304","114","813","723","340","1182","39","129","21101","4365",129_21101,"4365",39.720428,-82.893866
"39","129","021404","39129021404","214.04",Census Tract 214.04,G5020,S,"64174694","1132326","+39.7539121","-083.0914302",129_021404,129_021404,,129_21404,Pickaway County,"Census Tract 214.04, Pickaway County, Ohio","79","0","68","11","0","1023","79","51","358","316","87","36","96","893","132","206","176","40","152","145","0","442","39","129","21404","1418",129_21404,"1418",39.750289,-83.080698
"39","025","041201","39025041201","412.01",Census Tract 412.01,G5020,S,"4107771","0","+39.0600058","-084.2885765",025_041201,25_041201,,25_41201,Clermont County,"Census Tract 412.01, Clermont County, Ohio","358","19","207","132","0","2892","27","277","1084","363","341","487","313","2588","800","445","400","127","729","709","99","959","39","25","41201","4187",25_41201,"4187",39.060005,-84.288577
"39","025","041202","39025041202","412.02",Census Tract 412.02,G5020,S,"8431933","2725","+39.0670379","-084.2495649",025_041202,25_041202,,25_41202,Clermont County,"Census Tract 412.02, Clermont County, Ohio","637","147","282","208","0","3364","51","283","1382","661","213","516","258","3030","774","271","250","174","620","620","244","1550","39","25","41202","4864",25_41202,"4864",39.068811,-84.250405
"39","025","041505","39025041505","415.05",Census Tract 415.05,G5020,S,"11445838","7952","+39.0415302","-084.2825580",025_041505,25_041505,,25_41505,Clermont County,"Census Tract 415.05, Clermont County, Ohio","268","34","80","108","46","2628","0","98","435","575","233","668","619","2530","1287","234","189","116","545","545","310","939","39","25","41505","3552",25_41505,"3552",39.039672,-84.280092
"39","129","021202","39129021202","212.02",Census Tract 212.02,G5020,S,"48694334","1350275","+39.7559236","-082.9786643",129_021202,129_021202,,129_21202,Pickaway County,"Census Tract 212.02, Pickaway County, Ohio","315","82","193","26","14","2210","72","384","824","391","154","266","119","1754","385","540","464","100","404","298","83","880","39","129","21202","3419",129_21202,"3419",39.754252,-82.983623
"39","129","021403","39129021403","214.03",Census Tract 214.03,G5020,S,"45721551","11074","+39.7778062","-083.0561706",129_021403,129_021403,,129_21403,Pickaway County,"Census Tract 214.03, Pickaway County, Ohio","248","48","102","95","3","3330","27","112","1354","528","243","591","475","3191","1066","514","506","241","986","969","460","1069","39","129","21403","5342",129_21403,"5342",39.777495,-83.056135
"39","021","010200","39021010200","102",Census Tract 102,G5020,S,"254963979","1528644","+40.1538168","-083.9647388",021_010200,21_010200,,21_10200,Champaign County,"Census Tract 102, Champaign County, Ohio","667","139","179","327","22","4932","139","268","2279","1025","552","439","230","4525","669","626","596","61","812","728","99","2372","39","21","10200","6879",21_10200,"6879",40.153825,-83.967555
"39","021","010500","39021010500","105",Census Tract 105,G5020,S,"6966658","4584","+40.1120628","-083.7258245",021_010500,21_010500,,21_10500,Champaign County,"Census Tract 105, Champaign County, Ohio","414","2","246","145","21","2593","104","171","1202","463","182","327","144","2318","471","476","454","116","470","428","65","901","39","21","10500","3973",21_10500,"3973",40.114244,-83.729975
"39","021","010400","39021010400","104",Census Tract 104,G5020,S,"37374178","40142","+40.1384087","-083.7873523",021_010400,21_010400,,21_10400,Champaign County,"Census Tract 104, Champaign County, Ohio","490","91","307","92","0","2437","65","198","1355","522","139","110","48","2174","158","310","283","9","538","486","31","873","39","21","10400","3621",21_10400,"3621",40.131973,-83.781517
"39","057","210102","39057210102","2101.02",Census Tract 2101.02,G5020,S,"4364455","0","+39.7636927","-084.0832674",057_210102,57_210102,,57_210102,Greene County,"Census Tract 2101.02, Greene County, Ohio","121","0","94","27","0","1525","32","47","230","355","66","318","477","1446","795","422","390","266","457","457","159","398","39","57","210102","2231",57_210102,"2231",39.763693,-84.083268
"39","057","200901","39057200901","2009.01",Census Tract 2009.01,G5020,S,"11350018","32996","+39.7965809","-083.9935037",057_200901,57_200901,,57_200901,Greene County,"Census Tract 2009.01, Greene County, Ohio","339","0","36","197","106","2483","0","18","330","438","300","682","715","2465","1397","813","813","605","594","594","370","775","39","57","200901","3418",57_200901,"3418",39.796036,-83.991490
"39","103","408101","39103408101","4081.01",Census Tract 4081.01,G5020,S,"2350061","0","+41.1478054","-081.8710335",103_408101,103_408101,,103_408101,Medina County,"Census Tract 4081.01, Medina County, Ohio","403","96","115","169","23","2495","38","106","792","624","205","579","151","2351","730","425","404","97","490","489","163","944","39","103","408101","3705",103_408101,"3705",41.147806,-81.871033
"39","103","415802","39103415802","4158.02",Census Tract 4158.02,G5020,S,"5217659","0","+41.2681986","-081.8588298",103_415802,103_415802,,103_415802,Medina County,"Census Tract 4158.02, Medina County, Ohio","134","0","56","78","0","1326","0","63","370","502","87","163","141","1263","304","93","93","54","145","119","23","633","39","103","415802","1755",103_415802,"1755",41.268198,-81.858830
"39","103","415801","39103415801","4158.01",Census Tract 4158.01,G5020,S,"3696578","0","+41.2492584","-081.8694369",103_415801,103_415801,,103_415801,Medina County,"Census Tract 4158.01, Medina County, Ohio","458","25","146","217","70","3098","12","127","605","767","483","770","334","2959","1104","775","759","223","727","706","469","1095","39","103","415801","5260",103_415801,"5260",41.249259,-81.869437
"39","113","001801","39113001801","18.01",Census Tract 18.01,G5020,S,"2982716","0","+39.7896991","-084.1561313",113_001801,113_001801,,113_1801,Montgomery County,"Census Tract 18.01, Montgomery County, Ohio","130","0","70","60","0","1560","103","153","749","417","64","74","0","1304","74","317","317","0","322","223","0","448","39","113","1801","2321",113_1801,"2321",39.789699,-84.156131
"39","113","050106","39113050106","501.06",Census Tract 501.06,G5020,S,"7414006","0","+39.5994876","-084.2237504",113_050106,113_050106,,113_50106,Montgomery County,"Census Tract 501.06, Montgomery County, Ohio","381","0","165","117","99","3533","38","193","618","560","315","1312","497","3302","1809","878","762","550","679","679","309","1447","39","113","50106","5393",113_50106,"5393",39.599488,-84.223750
"39","085","206600","39085206600","2066",Census Tract 2066,G5020,S,"2637244","0","+41.6488658","-081.4558890",085_206600,85_206600,,85_206600,Lake County,"Census Tract 2066, Lake County, Ohio","433","67","123","160","83","3579","53","164","1356","771","449","538","248","3362","786","721","713","182","448","448","201","1411","39","85","206600","4878",85_206600,"4878",41.653050,-81.448301
"39","113","040306","39113040306","403.06",Census Tract 403.06,G5020,S,"7376993","25164","+39.6031334","-084.1312627",113_040306,113_040306,,113_40306,Montgomery County,"Census Tract 403.06, Montgomery County, Ohio","473","88","126","221","38","3521","16","0","444","591","168","1272","1030","3505","2302","354","354","257","722","722","580","1540","39","113","40306","5162",113_40306,"5162",39.604900,-84.135230
"39","089","752802","39089752802","7528.02",Census Tract 7528.02,G5020,S,"16124344","50515","+40.0063563","-082.4410572",089_752802,89_752802,,89_752802,Licking County,"Census Tract 7528.02, Licking County, Ohio","393","0","210","183","0","2304","76","53","824","325","375","366","285","2175","651","282","263","102","420","374","175","846","39","89","752802","3267",89_752802,"3267",40.006233,-82.442931
"39","089","752801","39089752801","7528.01",Census Tract 7528.01,G5020,S,"18403664","154306","+40.0277377","-082.3936120",089_752801,89_752801,,89_752801,Licking County,"Census Tract 7528.01, Licking County, Ohio","283","42","42","199","0","2953","38","68","911","622","443","519","352","2847","871","479","479","136","529","508","225","1226","39","89","752801","4406",89_752801,"4406",40.027912,-82.393424
"39","089","754104","39089754104","7541.04",Census Tract 7541.04,G5020,S,"4587072","0","+40.0854421","-082.4359603",089_754104,89_754104,,89_754104,Licking County,"Census Tract 7541.04, Licking County, Ohio","334","65","129","125","15","3557","48","248","1148","789","540","544","240","3261","784","594","566","184","451","418","123","1185","39","89","754104","4779",89_754104,"4779",40.085443,-82.435960
"39","057","200902","39057200902","2009.02",Census Tract 2009.02,G5020,S,"26582303","16280","+39.8162532","-083.9608655",057_200902,57_200902,,57_200902,Greene County,"Census Tract 2009.02, Greene County, Ohio","274","12","69","171","22","2750","66","71","439","563","331","732","548","2613","1280","205","205","104","294","273","224","1227","39","57","200902","3288",57_200902,"3288",39.815532,-83.965468
"39","103","408303","39103408303","4083.03",Census Tract 4083.03,G5020,S,"2127532","2041","+41.1271191","-081.8426370",103_408303,103_408303,,103_408303,Medina County,"Census Tract 4083.03, Medina County, Ohio","108","28","25","43","12","2678","7","100","759","616","340","583","273","2571","856","770","754","156","302","302","131","1315","39","103","408303","3663",103_408303,"3663",41.127149,-81.847843
"39","103","408304","39103408304","4083.04",Census Tract 4083.04,G5020,S,"3726909","0","+41.1163620","-081.8549365",103_408304,103_408304,,103_408304,Medina County,"Census Tract 4083.04, Medina County, Ohio","139","0","62","22","55","2090","29","59","396","360","334","645","267","2002","912","491","469","242","324","306","201","746","39","103","408304","3033",103_408304,"3033",41.116362,-81.854937
"39","103","408102","39103408102","4081.02",Census Tract 4081.02,G5020,S,"9839469","45907","+41.1611036","-081.8849544",103_408102,103_408102,,103_408102,Medina County,"Census Tract 4081.02, Medina County, Ohio","260","129","62","69","0","2447","0","20","825","544","116","503","439","2427","942","516","516","145","414","414","225","1065","39","103","408102","3550",103_408102,"3550",41.158943,-81.891465
"39","103","408305","39103408305","4083.05",Census Tract 4083.05,G5020,S,"3629254","6702","+41.1112968","-081.8286603",103_408305,103_408305,,103_408305,Medina County,"Census Tract 4083.05, Medina County, Ohio","60","0","32","0","28","1707","15","0","172","263","89","770","398","1692","1168","268","268","232","405","390","299","812","39","103","408305","2595",103_408305,"2595",41.113761,-81.828681
"39","103","417002","39103417002","4170.02",Census Tract 4170.02,G5020,S,"13980707","0","+41.0486105","-081.7599102",103_417002,103_417002,,103_417002,Medina County,"Census Tract 4170.02, Medina County, Ohio","157","13","59","45","40","3791","5","143","1010","674","335","1209","415","3643","1624","1002","1002","633","447","442","257","1140","39","103","417002","4755",103_417002,"4755",41.048610,-81.759909
"39","103","417001","39103417001","4170.01",Census Tract 4170.01,G5020,S,"5498862","0","+41.0317979","-081.7504446",103_417001,103_417001,,103_417001,Medina County,"Census Tract 4170.01, Medina County, Ohio","335","32","145","158","0","3054","0","62","660","703","445","765","419","2992","1184","505","505","239","707","707","208","1135","39","103","417001","4508",103_417001,"4508",41.031797,-81.750443
"39","113","125103","39113125103","1251.03",Census Tract 1251.03,G5020,S,"5350457","0","+39.8834391","-084.3229405",113_125103,113_125103,,113_125103,Montgomery County,"Census Tract 1251.03, Montgomery County, Ohio","183","6","70","88","19","2095","14","28","570","485","232","582","184","2053","766","303","303","204","212","199","94","779","39","113","125103","2793",113_125103,"2793",39.883439,-84.322940
"39","113","050107","39113050107","501.07",Census Tract 501.07,G5020,S,"4909703","0","+39.6249122","-084.2184090",113_050107,113_050107,,113_50107,Montgomery County,"Census Tract 501.07, Montgomery County, Ohio","388","25","143","104","116","1984","39","12","216","149","234","886","448","1933","1334","589","589","526","488","488","402","624","39","113","50107","2796",113_50107,"2796",39.624913,-84.218409
"39","113","125104","39113125104","1251.04",Census Tract 1251.04,G5020,S,"6508794","0","+39.8596815","-084.3168051",113_125104,113_125104,,113_125104,Montgomery County,"Census Tract 1251.04, Montgomery County, Ohio","359","54","143","132","30","3281","41","101","988","685","378","535","553","3139","1088","307","306","19","772","772","392","1084","39","113","125104","4920",113_125104,"4920",39.859682,-84.316806
"39","113","001802","39113001802","18.02",Census Tract 18.02,G5020,S,"3461929","24201","+39.7838439","-084.1694845",113_001802,113_001802,,113_1802,Montgomery County,"Census Tract 18.02, Montgomery County, Ohio","327","117","67","143","0","2333","95","353","1111","501","149","104","20","1885","124","825","673","62","274","144","0","884","39","113","1802","4210",113_1802,"4210",39.783649,-84.170377
"39","109","365301","39109365301","3653.01",Census Tract 3653.01,G5020,S,"18770525","22418","+40.0281428","-084.2506025",109_365301,109_365301,,109_365301,Miami County,"Census Tract 3653.01, Miami County, Ohio","557","134","225","185","13","3956","121","365","1128","846","425","746","325","3470","1071","521","402","172","945","945","285","1402","39","109","365301","6001",109_365301,"6001",40.028049,-84.259886
"39","109","320100","39109320100","3201",Census Tract 3201,G5020,S,"97979413","1029106","+40.1494031","-084.3877967",109_320100,109_320100,,109_320100,Miami County,"Census Tract 3201, Miami County, Ohio","227","47","64","58","58","2753","83","101","1553","547","181","235","53","2569","288","270","259","19","374","362","69","1172","39","109","320100","3714",109_320100,"3714",40.149993,-84.378159
"39","089","758602","39089758602","7586.02",Census Tract 7586.02,G5020,S,"71899559","2174586","+39.9626937","-082.4052396",089_758602,89_758602,,89_758602,Licking County,"Census Tract 7586.02, Licking County, Ohio","295","0","35","178","82","3023","58","188","1126","581","298","559","213","2777","772","342","342","96","448","448","148","1297","39","89","758602","4103",89_758602,"4103",39.963705,-82.403820
"39","089","758601","39089758601","7586.01",Census Tract 7586.01,G5020,S,"92844892","204020","+39.9637680","-082.3271371",089_758601,89_758601,,89_758601,Licking County,"Census Tract 7586.01, Licking County, Ohio","292","0","207","36","49","2196","0","106","832","515","262","436","45","2090","481","219","219","0","498","498","138","1206","39","89","758601","3256",89_758601,"3256",39.964845,-82.312032
